age_group,education_level,marital_status,sex,count
21,Doctorate degree holders,Divorced,Female,0
21,Doctorate degree holders,Widowed,Male,0
21,Doctorate degree holders,Widowed,Female,0
22,Doctorate degree holders,Unmarried,Male,633
22,Doctorate degree holders,Unmarried,Female,568
22,Doctorate degree holders,With Spouse,Male,6
22,Doctorate degree holders,With Spouse,Female,6
22,Doctorate degree holders,Divorced,Male,0
22,Doctorate degree holders,Divorced,Female,0
22,Doctorate degree holders,Widowed,Male,0
22,Doctorate degree holders,Widowed,Female,0
23,Doctorate degree holders,Unmarried,Male,1109
23,Doctorate degree holders,Unmarried,Female,929
23,Doctorate degree holders,With Spouse,Male,5
23,Doctorate degree holders,With Spouse,Female,12
23,Doctorate degree holders,Divorced,Male,0
23,Doctorate degree holders,Divorced,Female,0
23,Doctorate degree holders,Widowed,Male,0
23,Doctorate degree holders,Widowed,Female,0
24,Doctorate degree holders,Unmarried,Male,1797
24,Doctorate degree holders,Unmarried,Female,1483
24,Doctorate degree holders,With Spouse,Male,35
24,Doctorate degree holders,With Spouse,Female,34
24,Doctorate degree holders,Divorced,Male,1
24,Doctorate degree holders,Divorced,Female,0
24,Doctorate degree holders,Widowed,Male,0
24,Doctorate degree holders,Widowed,Female,1
25,Doctorate degree holders,Unmarried,Male,2651
25,Doctorate degree holders,Unmarried,Female,2218
25,Doctorate degree holders,With Spouse,Male,102
25,Doctorate degree holders,With Spouse,Female,96
25,Doctorate degree holders,Divorced,Male,0
25,Doctorate degree holders,Divorced,Female,2
25,Doctorate degree holders,Widowed,Male,0
25,Doctorate degree holders,Widowed,Female,0
26,Doctorate degree holders,Unmarried,Male,2996
26,Doctorate degree holders,Unmarried,Female,2516
26,Doctorate degree holders,With Spouse,Male,212
26,Doctorate degree holders,With Spouse,Female,234
26,Doctorate degree holders,Divorced,Male,0
26,Doctorate degree holders,Divorced,Female,2
26,Doctorate degree holders,Widowed,Male,0
26,Doctorate degree holders,Widowed,Female,0
27,Doctorate degree holders,Unmarried,Male,3000
27,Doctorate degree holders,Unmarried,Female,2451
27,Doctorate degree holders,With Spouse,Male,473
27,Doctorate degree holders,With Spouse,Female,464
27,Doctorate degree holders,Divorced,Male,3
27,Doctorate degree holders,Divorced,Female,1
27,Doctorate degree holders,Widowed,Male,0
27,Doctorate degree holders,Widowed,Female,0
28,Doctorate degree holders,Unmarried,Male,2741
28,Doctorate degree holders,Unmarried,Female,2013
28,Doctorate degree holders,With Spouse,Male,788
28,Doctorate degree holders,With Spouse,Female,739
28,Doctorate degree holders,Divorced,Male,2
28,Doctorate degree holders,Divorced,Female,6
28,Doctorate degree holders,Widowed,Male,0
28,Doctorate degree holders,Widowed,Female,0
29,Doctorate degree holders,Unmarried,Male,2271
29,Doctorate degree holders,Unmarried,Female,1605
29,Doctorate degree holders,With Spouse,Male,1180
29,Doctorate degree holders,With Spouse,Female,987
29,Doctorate degree holders,Divorced,Male,4
29,Doctorate degree holders,Divorced,Female,7
29,Doctorate degree holders,Widowed,Male,0
29,Doctorate degree holders,Widowed,Female,0
30,Doctorate degree holders,Unmarried,Male,2061
30,Doctorate degree holders,Unmarried,Female,1447
30,Doctorate degree holders,With Spouse,Male,1769
30,Doctorate degree holders,With Spouse,Female,1441
30,Doctorate degree holders,Divorced,Male,11
30,Doctorate degree holders,Divorced,Female,4
30,Doctorate degree holders,Widowed,Male,0
30,Doctorate degree holders,Widowed,Female,1
31,Doctorate degree holders,Unmarried,Male,1483
31,Doctorate degree holders,Unmarried,Female,1058
31,Doctorate degree holders,With Spouse,Male,2012
31,Doctorate degree holders,With Spouse,Female,1575
31,Doctorate degree holders,Divorced,Male,12
31,Doctorate degree holders,Divorced,Female,20
31,Doctorate degree holders,Widowed,Male,0
31,Doctorate degree holders,Widowed,Female,0
32,Doctorate degree holders,Unmarried,Male,1111
32,Doctorate degree holders,Unmarried,Female,767
32,Doctorate degree holders,With Spouse,Male,2168
32,Doctorate degree holders,With Spouse,Female,1568
32,Doctorate degree holders,Divorced,Male,15
32,Doctorate degree holders,Divorced,Female,23
32,Doctorate degree holders,Widowed,Male,1
32,Doctorate degree holders,Widowed,Female,0
33,Doctorate degree holders,Unmarried,Male,813
33,Doctorate degree holders,Unmarried,Female,559
33,Doctorate degree holders,With Spouse,Male,2499
33,Doctorate degree holders,With Spouse,Female,1704
33,Doctorate degree holders,Divorced,Male,24
33,Doctorate degree holders,Divorced,Female,35
33,Doctorate degree holders,Widowed,Male,0
33,Doctorate degree holders,Widowed,Female,0
34,Doctorate degree holders,Unmarried,Male,553
34,Doctorate degree holders,Unmarried,Female,403
34,Doctorate degree holders,With Spouse,Male,2416
34,Doctorate degree holders,With Spouse,Female,1551
34,Doctorate degree holders,Divorced,Male,22
34,Doctorate degree holders,Divorced,Female,23
34,Doctorate degree holders,Widowed,Male,3
34,Doctorate degree holders,Widowed,Female,1
35,Doctorate degree holders,Unmarried,Male,435
35,Doctorate degree holders,Unmarried,Female,290
35,Doctorate degree holders,With Spouse,Male,2188
35,Doctorate degree holders,With Spouse,Female,1387
35,Doctorate degree holders,Divorced,Male,31
35,Doctorate degree holders,Divorced,Female,39
35,Doctorate degree holders,Widowed,Male,1
35,Doctorate degree holders,Widowed,Female,0
36,Doctorate degree holders,Unmarried,Male,341
36,Doctorate degree holders,Unmarried,Female,265
36,Doctorate degree holders,With Spouse,Male,2378
36,Doctorate degree holders,With Spouse,Female,1542
36,Doctorate degree holders,Divorced,Male,28
36,Doctorate degree holders,Divorced,Female,40
36,Doctorate degree holders,Widowed,Male,0
36,Doctorate degree holders,Widowed,Female,1
37,Doctorate degree holders,Unmarried,Male,273
37,Doctorate degree holders,Unmarried,Female,225
37,Doctorate degree holders,With Spouse,Male,2421
37,Doctorate degree holders,With Spouse,Female,1639
37,Doctorate degree holders,Divorced,Male,49
37,Doctorate degree holders,Divorced,Female,42
37,Doctorate degree holders,Widowed,Male,0
37,Doctorate degree holders,Widowed,Female,2
38,Doctorate degree holders,Unmarried,Male,240
38,Doctorate degree holders,Unmarried,Female,221
38,Doctorate degree holders,With Spouse,Male,2978
38,Doctorate degree holders,With Spouse,Female,1900
38,Doctorate degree holders,Divorced,Male,51
38,Doctorate degree holders,Divorced,Female,72
38,Doctorate degree holders,Widowed,Male,0
38,Doctorate degree holders,Widowed,Female,0
39,Doctorate degree holders,Unmarried,Male,188
39,Doctorate degree holders,Unmarried,Female,139
39,Doctorate degree holders,With Spouse,Male,2583
39,Doctorate degree holders,With Spouse,Female,1660
39,Doctorate degree holders,Divorced,Male,53
39,Doctorate degree holders,Divorced,Female,67
39,Doctorate degree holders,Widowed,Male,0
39,Doctorate degree holders,Widowed,Female,4
40,Doctorate degree holders,Unmarried,Male,104
40,Doctorate degree holders,Unmarried,Female,124
40,Doctorate degree holders,With Spouse,Male,2314
40,Doctorate degree holders,With Spouse,Female,1413
40,Doctorate degree holders,Divorced,Male,47
40,Doctorate degree holders,Divorced,Female,42
40,Doctorate degree holders,Widowed,Male,1
40,Doctorate degree holders,Widowed,Female,2
41,Doctorate degree holders,Unmarried,Male,104
41,Doctorate degree holders,Unmarried,Female,106
41,Doctorate degree holders,With Spouse,Male,2424
41,Doctorate degree holders,With Spouse,Female,1522
41,Doctorate degree holders,Divorced,Male,47
41,Doctorate degree holders,Divorced,Female,59
41,Doctorate degree holders,Widowed,Male,1
41,Doctorate degree holders,Widowed,Female,3
42,Doctorate degree holders,Unmarried,Male,80
42,Doctorate degree holders,Unmarried,Female,87
42,Doctorate degree holders,With Spouse,Male,2080
42,Doctorate degree holders,With Spouse,Female,1262
42,Doctorate degree holders,Divorced,Male,47
42,Doctorate degree holders,Divorced,Female,55
42,Doctorate degree holders,Widowed,Male,1
42,Doctorate degree holders,Widowed,Female,2
43,Doctorate degree holders,Unmarried,Male,57
43,Doctorate degree holders,Unmarried,Female,47
43,Doctorate degree holders,With Spouse,Male,1793
43,Doctorate degree holders,With Spouse,Female,1060
43,Doctorate degree holders,Divorced,Male,37
43,Doctorate degree holders,Divorced,Female,53
43,Doctorate degree holders,Widowed,Male,4
43,Doctorate degree holders,Widowed,Female,3
44,Doctorate degree holders,Unmarried,Male,65
44,Doctorate degree holders,Unmarried,Female,65
44,Doctorate degree holders,With Spouse,Male,1716
44,Doctorate degree holders,With Spouse,Female,924
44,Doctorate degree holders,Divorced,Male,26
44,Doctorate degree holders,Divorced,Female,46
44,Doctorate degree holders,Widowed,Male,4
44,Doctorate degree holders,Widowed,Female,1
45,Doctorate degree holders,Unmarried,Male,46
45,Doctorate degree holders,Unmarried,Female,47
45,Doctorate degree holders,With Spouse,Male,1507
45,Doctorate degree holders,With Spouse,Female,815
45,Doctorate degree holders,Divorced,Male,38
45,Doctorate degree holders,Divorced,Female,55
45,Doctorate degree holders,Widowed,Male,2
45,Doctorate degree holders,Widowed,Female,2
46,Doctorate degree holders,Unmarried,Male,45
46,Doctorate degree holders,Unmarried,Female,46
46,Doctorate degree holders,With Spouse,Male,1489
46,Doctorate degree holders,With Spouse,Female,786
46,Doctorate degree holders,Divorced,Male,40
46,Doctorate degree holders,Divorced,Female,45
46,Doctorate degree holders,Widowed,Male,1
46,Doctorate degree holders,Widowed,Female,2
47,Doctorate degree holders,Unmarried,Male,35
47,Doctorate degree holders,Unmarried,Female,47
47,Doctorate degree holders,With Spouse,Male,1548
47,Doctorate degree holders,With Spouse,Female,732
47,Doctorate degree holders,Divorced,Male,39
47,Doctorate degree holders,Divorced,Female,71
47,Doctorate degree holders,Widowed,Male,0
47,Doctorate degree holders,Widowed,Female,6
48,Doctorate degree holders,Unmarried,Male,36
48,Doctorate degree holders,Unmarried,Female,23
48,Doctorate degree holders,With Spouse,Male,1367
48,Doctorate degree holders,With Spouse,Female,653
48,Doctorate degree holders,Divorced,Male,28
48,Doctorate degree holders,Divorced,Female,43
48,Doctorate degree holders,Widowed,Male,1
48,Doctorate degree holders,Widowed,Female,8
49,Doctorate degree holders,Unmarried,Male,29
49,Doctorate degree holders,Unmarried,Female,22
49,Doctorate degree holders,With Spouse,Male,1255
49,Doctorate degree holders,With Spouse,Female,608
49,Doctorate degree holders,Divorced,Male,37
49,Doctorate degree holders,Divorced,Female,40
49,Doctorate degree holders,Widowed,Male,4
49,Doctorate degree holders,Widowed,Female,6
50,Doctorate degree holders,Unmarried,Male,30
50,Doctorate degree holders,Unmarried,Female,26
50,Doctorate degree holders,With Spouse,Male,1191
50,Doctorate degree holders,With Spouse,Female,481
50,Doctorate degree holders,Divorced,Male,45
50,Doctorate degree holders,Divorced,Female,42
50,Doctorate degree holders,Widowed,Male,2
50,Doctorate degree holders,Widowed,Female,7
51,Doctorate degree holders,Unmarried,Male,23
51,Doctorate degree holders,Unmarried,Female,13
51,Doctorate degree holders,With Spouse,Male,1062
51,Doctorate degree holders,With Spouse,Female,364
51,Doctorate degree holders,Divorced,Male,26
51,Doctorate degree holders,Divorced,Female,41
51,Doctorate degree holders,Widowed,Male,2
51,Doctorate degree holders,Widowed,Female,4
52,Doctorate degree holders,Unmarried,Male,20
52,Doctorate degree holders,Unmarried,Female,14
52,Doctorate degree holders,With Spouse,Male,1017
52,Doctorate degree holders,With Spouse,Female,430
52,Doctorate degree holders,Divorced,Male,34
52,Doctorate degree holders,Divorced,Female,31
52,Doctorate degree holders,Widowed,Male,1
52,Doctorate degree holders,Widowed,Female,2
53,Doctorate degree holders,Unmarried,Male,10
53,Doctorate degree holders,Unmarried,Female,5
53,Doctorate degree holders,With Spouse,Male,771
53,Doctorate degree holders,With Spouse,Female,257
53,Doctorate degree holders,Divorced,Male,14
53,Doctorate degree holders,Divorced,Female,15
53,Doctorate degree holders,Widowed,Male,2
53,Doctorate degree holders,Widowed,Female,3
54,Doctorate degree holders,Unmarried,Male,17
54,Doctorate degree holders,Unmarried,Female,6
54,Doctorate degree holders,With Spouse,Male,986
54,Doctorate degree holders,With Spouse,Female,256
54,Doctorate degree holders,Divorced,Male,27
54,Doctorate degree holders,Divorced,Female,25
54,Doctorate degree holders,Widowed,Male,3
54,Doctorate degree holders,Widowed,Female,1
55,Doctorate degree holders,Unmarried,Male,15
55,Doctorate degree holders,Unmarried,Female,3
55,Doctorate degree holders,With Spouse,Male,1102
55,Doctorate degree holders,With Spouse,Female,294
55,Doctorate degree holders,Divorced,Male,28
55,Doctorate degree holders,Divorced,Female,14
55,Doctorate degree holders,Widowed,Male,3
55,Doctorate degree holders,Widowed,Female,2
56,Doctorate degree holders,Unmarried,Male,10
56,Doctorate degree holders,Unmarried,Female,10
56,Doctorate degree holders,With Spouse,Male,1088
56,Doctorate degree holders,With Spouse,Female,280
56,Doctorate degree holders,Divorced,Male,26
56,Doctorate degree holders,Divorced,Female,27
56,Doctorate degree holders,Widowed,Male,5
56,Doctorate degree holders,Widowed,Female,4
57,Doctorate degree holders,Unmarried,Male,12
57,Doctorate degree holders,Unmarried,Female,4
57,Doctorate degree holders,With Spouse,Male,1265
57,Doctorate degree holders,With Spouse,Female,282
57,Doctorate degree holders,Divorced,Male,37
57,Doctorate degree holders,Divorced,Female,15
57,Doctorate degree holders,Widowed,Male,6
57,Doctorate degree holders,Widowed,Female,9
58,Doctorate degree holders,Unmarried,Male,11
58,Doctorate degree holders,Unmarried,Female,6
58,Doctorate degree holders,With Spouse,Male,679
58,Doctorate degree holders,With Spouse,Female,138
58,Doctorate degree holders,Divorced,Male,12
58,Doctorate degree holders,Divorced,Female,9
58,Doctorate degree holders,Widowed,Male,3
58,Doctorate degree holders,Widowed,Female,1
59,Doctorate degree holders,Unmarried,Male,1
59,Doctorate degree holders,Unmarried,Female,6
59,Doctorate degree holders,With Spouse,Male,339
59,Doctorate degree holders,With Spouse,Female,60
59,Doctorate degree holders,Divorced,Male,7
59,Doctorate degree holders,Divorced,Female,3
59,Doctorate degree holders,Widowed,Male,3
59,Doctorate degree holders,Widowed,Female,2
60,Doctorate degree holders,Unmarried,Male,3
60,Doctorate degree holders,Unmarried,Female,2
60,Doctorate degree holders,With Spouse,Male,303
60,Doctorate degree holders,With Spouse,Female,49
60,Doctorate degree holders,Divorced,Male,9
60,Doctorate degree holders,Divorced,Female,5
60,Doctorate degree holders,Widowed,Male,1
60,Doctorate degree holders,Widowed,Female,2
61,Doctorate degree holders,Unmarried,Male,2
61,Doctorate degree holders,Unmarried,Female,1
61,Doctorate degree holders,With Spouse,Male,224
61,Doctorate degree holders,With Spouse,Female,42
61,Doctorate degree holders,Divorced,Male,4
61,Doctorate degree holders,Divorced,Female,4
61,Doctorate degree holders,Widowed,Male,3
61,Doctorate degree holders,Widowed,Female,0
62,Doctorate degree holders,Unmarried,Male,3
62,Doctorate degree holders,Unmarried,Female,1
62,Doctorate degree holders,With Spouse,Male,251
62,Doctorate degree holders,With Spouse,Female,47
62,Doctorate degree holders,Divorced,Male,12
62,Doctorate degree holders,Divorced,Female,4
62,Doctorate degree holders,Widowed,Male,1
62,Doctorate degree holders,Widowed,Female,3
63,Doctorate degree holders,Unmarried,Male,1
63,Doctorate degree holders,Unmarried,Female,7
63,Doctorate degree holders,With Spouse,Male,298
63,Doctorate degree holders,With Spouse,Female,62
63,Doctorate degree holders,Divorced,Male,11
63,Doctorate degree holders,Divorced,Female,5
63,Doctorate degree holders,Widowed,Male,3
63,Doctorate degree holders,Widowed,Female,0
64,Doctorate degree holders,Unmarried,Male,0
64,Doctorate degree holders,Unmarried,Female,0
64,Doctorate degree holders,With Spouse,Male,242
64,Doctorate degree holders,With Spouse,Female,43
64,Doctorate degree holders,Divorced,Male,4
64,Doctorate degree holders,Divorced,Female,3
64,Doctorate degree holders,Widowed,Male,5
64,Doctorate degree holders,Widowed,Female,2
