column_0,column_1,column_2,column_3,column_4,column_5,column_6,column_7,column_8,column_9,column_10,column_11,column_13,column_14,column_15,column_16,column_17,column_18,column_19,column_20,column_21,column_22,column_23,column_25,column_26,column_27,column_28,column_29
230,2022-07-27,7,Western medicine,Zhengzhou Dongfeng Road Yuantian Community Network,Gui Zhi Fu Ling Capsules,0.31g*10 tablets*5 strips*2 bags,Box,10.0,51.8,518.0,"Jiangsu Kangyuan Pharmaceutical Co., Ltd.",Negotiation Table,10100052.0,2019.06.10,He Jiahuan,18036636012.0,nan,Gui Zhi Fu Ling Capsules,100 grains,Jiangsu Kangyuan Pharmaceutical,"State Control, CRHC",51.8,148 boxes/month,"5 USD/box, quarterly return, cash",,399.0,nan
231,2022-07-27,7,Western medicine,Zhengzhou Dongfeng Road Yuantian Community Network,Bailing Capsules,0.5g*14粒*3板,Box,10.0,43.26,432.6,"Hangzhou Zhongmei Huadong Pharmaceutical Co., Ltd.",Negotiation Table,10100100.0,2019.09.10,Liu Fangmin,13526721006.0,nan,Bailing Capsules,0.5g*42 pcs,"Hangzhou Zhongmei Huadong Pharmaceutical Co., Ltd.","China Resources, National Control",65.05,nan,"Quarter, this policy of 3 yuan will be implemented starting from August 1st.",,72.0,nan
232,2022-07-27,7,Western medicine,Zhengzhou Dongfeng Road Yuantian Community Network,Gui Zhi Fu Ling Capsules,0.31g*10 tablets*5 strips*2 bags,Box,10.0,51.8,518.0,"Jiangsu Kangyuan Pharmaceutical Co., Ltd.",Negotiation Table,10100100.0,2019.06.10,He Jiahuan,18036636012.0,nan,Gui Zhi Fu Ling Capsules,50 grains,Jiangsu Kangyuan Pharmaceutical,"State Control, CRHC",26.92,nan,"2.5 RMB per box, quarterly return, cash",,,nan
233,2022-07-27,7,Western medicine,Zhengzhou Dongfeng Road Yuantian Community Network,Gui Zhi Fu Ling Capsules,0.31g*10 tablets*5 strips*2 bags,Box,10.0,51.8,518.0,"Jiangsu Kangyuan Pharmaceutical Co., Ltd.",Negotiation Table,10100052.0,2019.06.10,He Jiahuan,18036636012.0,nan,Gui Zhi Fu Ling Capsules,100 grains,Jiangsu Kangyuan Pharmaceutical,"State Control, CRHC",51.8,148 boxes/month,"5 USD/box, quarterly return, cash",,399.0,nan
234,2022-07-27 10:08:31.0,7,Western medicine,Zhengzhou Meifang Road Community Network,Brain-Heart Communication Capsules,0.4g*12 tablets*4 strips,Box,400.0,29.25,11700.0,"Shaanxi Boliang Pharmaceutical Co., Ltd.",Negotiation Table,10100052.0,2020.10.23,Gao Baoxia,13838262397.0,nan,Brain-Heart Communication Capsules,0.4g x 48 tablets,Shaanxi Boliang,"China Resources, Hengyuan",29.25,nan,0.117,0.117,701.0,nan
235,2022-07-27 11:29:04.0,7,Western medicine,Zhengzhou Meifang Road Community Network,Lercanidipine Hydrochloride Maleate Tablets,2.5mg*14 tablets,Box,10.0,31.48,314.8,"Ouyi Pharmaceutical Co., Ltd., Stone Pharmaceutical Group",Negotiation Table,10100052.0,2021.02.25,Zhu Qinke,15938790395.0,nan,Lercanidipine Hydrochloride Maleate Tablets,2.5g*14 tablets,Stone Pharmaceutical Group,China Resources,31.48,No agreement signed,Cash monthly return of 20% started in January 2021.,0.2,656.0,nan
236,2022-07-27 11:29:04.0,7,Western medicine,Zhengzhou Meifang Road Community Network,Lercanidipine Hydrochloride Maleate Tablets,2.5mg*14 tablets,Box,20.0,31.48,629.6,"Ouyi Pharmaceutical Co., Ltd., Stone Pharmaceutical Group",Negotiation Table,10100052.0,2021.02.25,Zhu Qinke,15938790395.0,nan,Lercanidipine Hydrochloride Maleate Tablets,2.5g*14 tablets,Stone Pharmaceutical Group,China Resources,31.48,No agreement signed,Cash monthly return of 20% started in January 2021.,0.2,656.0,nan
237,2022-07-27 11:29:04.0,7,Western medicine,Zhengzhou Meifang Road Community Network,Lercanidipine Hydrochloride Maleate Tablets,2.5mg*14 tablets,Box,20.0,31.48,629.6,"Ouyi Pharmaceutical Co., Ltd., Stone Pharmaceutical Group",Negotiation Table,10100052.0,2021.02.25,Zhang Yanqing,18438742400.0,nan,Lercanidipine Hydrochloride Maleate Tablets,25mg*14,Shiyao,China Resources / Hengyuan,31.48,nan,"4 yuan per box return, monthly cash return",,,nan
238,2022-07-27 11:29:04.0,7,Western medicine,Zhengzhou Meifang Road Community Network,Lercanidipine Hydrochloride Maleate Tablets,2.5mg*14 tablets,Box,10.0,31.48,314.8,"Ouyi Pharmaceutical Co., Ltd., Stone Pharmaceutical Group",Negotiation Table,10100052.0,2021.02.25,Zhang Yanqing,18438742400.0,nan,Lercanidipine Hydrochloride Maleate Tablets,25mg*14,Shiyao,China Resources / Hengyuan,31.48,nan,"4 yuan per box return, monthly cash return",,,nan
239,2022-07-28,7,Western medicine,Zhengzhou Software Network Company,Butylphthalide Soft Capsules,0.1g*24 pieces,Bottle,20.0,80.64,1612.8,"Shiyao Group Enbipu Pharmaceutical Co., Ltd.",Negotiation Table,10100052.0,2020.07.21,Liu Chen,13663860491.0,nan,Butylphthalide Soft Capsules,24 pills per box,"Shiyao Group Enbipu Pharmaceutical Co., Ltd.","China Resources, National Control",181.8,nan,"60 days return, cash 5%",0.05,207.0,nan
240,2022-07-28,7,Western medicine,Zhengzhou Software Network Company,Big Hawthorn Granules,15g*10 bags,Box,2.0,29.8,59.6,"Baoding Traditional Chinese Medicine Pharmaceutical Co., Ltd.",Negotiation Table,10100403.0,2019.08.15,Zhu Mingwei,18903865502.0,nan,Big Hawthorn Granules,15g*10 bags,Baoding Traditional Chinese Medicine,"State Control, Hengyuan",29.8,nan,Cash quarterly return 30%,0.3,1498.0,nan
241,2022-07-28,7,Western medicine,Zhengzhou Software Network Company,Big Hawthorn Granules,15g*10 bags,Box,3.0,29.8,89.4,"Baoding Traditional Chinese Medicine Pharmaceutical Co., Ltd.",Negotiation Table,10100403.0,2019.08.15,Zhu Mingwei,18903865502.0,nan,Big Hawthorn Granules,15g*10 bags,Baoding Traditional Chinese Medicine,"State Control, Hengyuan",29.8,nan,Cash quarterly return 30%,0.3,1498.0,nan
242,2022-07-28,7,Western medicine,Zhengzhou Software Network Company,Etidronate Tablets,30mg*12 tablets*1 strip (film-coated tablets),Box,10.0,43.0,430.0,"Qilu Pharmaceutical Co., Ltd.",Negotiation Table,10100403.0,2021.06.10,Wang Sujing,15893005111.0,nan,Etidronate Tablets,12 tablets,Qilu Pharmaceutical,China Resources,43.59,nan,"15%, cash monthly return",0.15,,nan
243,2022-07-28,7,Western medicine,Zhengzhou Software Network Company,Benzalkonium Chloride Solution,150ml:0.15g(0.10%),Bottle,64.0,46.0,2944.0,"Guangdong Luosite Pharmaceutical Co., Ltd.",Negotiation Table,10200218.0,2021.02.08,Zhang Yabo,18638767729.0,nan,Benzalkonium Chloride Solution,0.1%：150ml：0.15g,"Guangdong Luosite Pharmaceutical Co., Ltd.",nan,,No agreement signed,Cash monthly return 7%,0.07,95.0,nan
244,2022-07-28,7,Western medicine,Zhengzhou Software Network Company,Si Mo Tang Oral Liquid,10ml*10 vials,Box,30.0,20.05,601.5,"Hunan Hansen Pharmaceutical Co., Ltd.",Negotiation Table,10100135.0,2019.12.25,Zhang Ming,13137367037.0,Responsible for the community,Si Mo Tang Oral Liquid,10ml*10 vials,Hunan Hansen,"China Resources, National Control, Guohua",20.17,nan,"Community, monthly return, cash, 1 yuan per box, starting from November",,899.0,nan
245,2022-07-28,7,Western medicine,Zhengzhou Software Network Company,Xiyaping Injection,2ml:50mg,piece,240.0,22.43,5383.2,"Jiangxi Qingfeng Pharmaceutical Co., Ltd.",Negotiation Table,10100003.0,2019.06.10,Guo Shi Yi,13014553304.0,nan,Xiyaping Injection,2ml*50㎎,Jiangxi Qingfeng,China Resources,22.43,700 boxes/month,"Return 4.4 yuan per vial, quarterly, in cash",,1005.0,nan
246,2022-07-28,7,Western medicine,Zhengzhou Linzhanshan Community Network,Sheduning Injection,10ml*6 vials,Box,30.0,201.6,6048.0,"Jiangsu Kangyuan Pharmaceutical Co., Ltd.",Negotiation Table,10100003.0,2019.06.10,He Jiahuan,18036636012.0,nan,Sheduning Injection,10ml*6 vials,Jiangsu Kangyuan Pharmaceutical,"State Control, CRHC",33.6,1380 pcs/month,"3.5 RMB per unit, quarterly return, cash",,814.0,nan
247,2022-07-28,7,Western medicine,Zhengzhou Linzhanshan Community Network,Yiqi Hawei Capsules,0.5g*12 tablets*3 strips,Box,47.0,45.11,2120.17,"Hefei Liff Pharmaceutical Co., Ltd.",Negotiation Table,10100003.0,2019.06.10,Liu Jia,18838085722.0,nan,Yiqi Hawei Capsules,0.5g¡Á36S,Hefei Lubei,China Resources,45.11,10 boxes/month,"Cash quarterly return, 5 yuan per box",,1244.0,nan
248,2022-07-28,7,Western medicine,Zhengzhou Linzhanshan Community Network,Yiqi Hawei Capsules,0.5g*12 tablets*3 strips,Box,13.0,45.11,586.43,"Hefei Liff Pharmaceutical Co., Ltd.",Negotiation Table,10100003.0,2019.06.10,Liu Jia,18838085722.0,nan,Yiqi Hawei Capsules,0.5g¡Á36S,Hefei Lubei,China Resources,45.11,10 boxes/month,"Cash quarterly return, 5 yuan per box",,1244.0,nan
249,2022-07-28,7,Western medicine,Zhengzhou Software Network Company,Children's Compound Chicken Gold Chewable Tablets,1.2g*6 tablets*3 strips,Box,20.0,42.0,840.0,"Henan Taolong Pharmaceutical Co., Ltd.",Negotiation Table,10100093.0,2019.12.25,Qinjing,13938291949.0,nan,Children's Compound Chicken Gold Chewable Tablets,18s,Henan Taolong Pharmaceutical,China Resources,41.99,nan,"Starting from December 2019, monthly return, cash, 15%",0.15,1048.0,nan
250,2022-07-29,7,Western medicine,Zhengzhou Meifang Road Community Network,Lercanidipine Hydrochloride Maleate Tablets,2.5mg*14 tablets,Box,20.0,31.48,629.6,"Ouyi Pharmaceutical Co., Ltd., Stone Pharmaceutical Group",Negotiation Table,10100093.0,2021.02.25,Zhu Qinke,15938790395.0,nan,Lercanidipine Hydrochloride Maleate Tablets,2.5g*14 tablets,Stone Pharmaceutical Group,China Resources,31.48,No agreement signed,Cash monthly return of 20% started in January 2021.,0.2,656.0,nan
251,2022-07-29,7,Western medicine,Zhengzhou Jinshui District Nanyang Xincun Community Network,Butylphthalide Soft Capsules,0.1g*24 pieces,Bottle,20.0,80.64,1612.8,"Shiyao Group Enbipu Pharmaceutical Co., Ltd.",Negotiation Table,10100093.0,2020.07.21,Liu Chen,13663860491.0,nan,Butylphthalide Soft Capsules,24 pills per box,"Shiyao Group Enbipu Pharmaceutical Co., Ltd.","China Resources, National Control",181.8,nan,"60 days return, cash 5%",0.05,207.0,nan
252,2022-07-29,7,Western medicine,Zhengzhou Meifang Road Community Network,Lercanidipine Hydrochloride Maleate Tablets,2.5mg*14 tablets,Box,20.0,31.48,629.6,"Ouyi Pharmaceutical Co., Ltd., Stone Pharmaceutical Group",Negotiation Table,10100093.0,2020.07.21,Zhang Yanqing,18438742400.0,nan,Lercanidipine Hydrochloride Maleate Tablets,25mg*14,Shiyao,China Resources / Hengyuan,31.48,nan,"4 yuan per box return, monthly cash return",,,nan
253,2022-07-29,7,Western medicine,Zhengzhou Meifang Road Community Network,Carbocisteine Oral Solution,10ml:0.5g*10 vials,Box,280.0,17.47,4891.6,"Guangdong Zhongsheng Pharmaceutical Co., Ltd.",Negotiation Table,10200489.0,2019.07.08,Li Kunlun,15225110649.0,Zhang Ji: 15938797039,Carbocisteine Oral Solution,10ml:0.5g*10 vials,Guangdong Zhongsheng,Guokong,22.8,243 boxes/month,"A rebate of 12% per box based on the listed price will be returned in cash, primarily based on distribution channels.",0.12,902.0,nan
254,2022-07-29,7,Western medicine,Zhengzhou Meifang Road Community Network,Carbocisteine Oral Solution,10ml:0.5g*10 vials,Box,20.0,17.47,349.4,"Guangdong Zhongsheng Pharmaceutical Co., Ltd.",Negotiation Table,10200489.0,2019.07.08,Li Kunlun,15225110649.0,Zhang Ji: 15938797039,Carbocisteine Oral Solution,10ml:0.5g*10 vials,Guangdong Zhongsheng,Guokong,22.8,243 boxes/month,"A rebate of 12% per box based on the listed price will be returned in cash, primarily based on distribution channels.",0.12,902.0,nan
255,2022-07-29,7,Western medicine,Zhengzhou Meifang Road Community Network,Brain-Heart Communication Capsules,0.4g*12 tablets*4 strips,Box,1000.0,29.25,29250.0,"Shaanxi Boliang Pharmaceutical Co., Ltd.",Negotiation Table,10200489.0,2020.10.23,Gao Baoxia,13838262397.0,nan,Brain-Heart Communication Capsules,0.4g x 48 tablets,Shaanxi Boliang,"China Resources, Hengyuan",29.25,nan,0.117,0.117,701.0,nan
256,2022-07-29,7,Western medicine,Zhengzhou Meifang Road Community Network,Fulekai Mixture,150ml,Bottle,380.0,27.4,10412.0,"Guizhou Jianxing Pharmaceutical Co., Ltd.",Negotiation Table,10100243.0,2019.05.30,Wang Zhiyong,15638450207.0,nan,Fulekai Mixture,150ml,Guizhou Jianxing,China Resources,25.74,1190 bottles/month,"According to the monthly flow, in the following month, cash will be returned to the hospital, 4 yuan per box, 20% of the listed price since January 1, 2021.",0.2,248.0,nan
257,2022-07-29,7,Western medicine,Zhengzhou Meifang Road Community Network,Fulekai Mixture,150ml,Bottle,20.0,27.4,548.0,"Guizhou Jianxing Pharmaceutical Co., Ltd.",Negotiation Table,10100243.0,2019.05.30,Wang Zhiyong,15638450207.0,nan,Fulekai Mixture,150ml,Guizhou Jianxing,China Resources,25.74,1190 bottles/month,"According to the monthly flow, in the following month, cash will be returned to the hospital, 4 yuan per box, 20% of the listed price since January 1, 2021.",0.2,248.0,nan
258,2022-07-29,7,Western medicine,Zhengzhou Meifang Road Community Network,Butylphthalide Soft Capsules,0.1g*24 pieces,Bottle,70.0,80.64,5644.8,"Shiyao Group Enbipu Pharmaceutical Co., Ltd.",Negotiation Table,10100243.0,2020.07.21,Liu Chen,13663860491.0,nan,Butylphthalide Soft Capsules,24 pills per box,"Shiyao Group Enbipu Pharmaceutical Co., Ltd.","China Resources, National Control",181.8,nan,"60 days return, cash 5%",0.05,207.0,nan
259,2022-07-29,7,Western medicine,Zhengzhou Software Network Company,Ferrous Fumarate and Docusate Sodium Capsules,"(0.15g Ferrous Fumarate, 0.1g Docusate Sodium) * 10 Tablets",Box,40.0,121.0,4840.0,"Harbin Hanjun Modern Pharmaceutical Co., Ltd.",Negotiation Table,10100243.0,2021.08.06,Li Yanyan,13623825356.0,nan,Ferrous Fumarate and Docusate Sodium Capsules,10 grains,"Harbin Hanjun Modern Pharmaceutical Co., Ltd.",China Resources,121.0,Clinical 15 yuan,Cash monthly return 40.03%,0.4003,5157.0,nan
260,2022-07-29,7,Western medicine,Zhengzhou Software Network Company,Brain-Heart Communication Capsules,0.4g*12 tablets*4 strips,Box,100.0,29.25,2925.0,"Shaanxi Boliang Pharmaceutical Co., Ltd.",Negotiation Table,10100243.0,2020.10.23,Gao Baoxia,13838262397.0,nan,Brain-Heart Communication Capsules,0.4g x 48 tablets,Shaanxi Boliang,"China Resources, Hengyuan",29.25,nan,0.117,0.117,701.0,nan
261,2022-07-29,7,Western medicine,Zhengzhou Software Network Company,Fluvoxamine Maleate Tablets,50mg*30 tablets (film-coated),Box,30.0,66.11,1983.3,Lizhu Group Lizhu Pharmaceutical Factory,Negotiation Table,10200297.0,2019.08.31,Chen Dongfang,18739924248.0,Community,Fluvoxamine Maleate Tablets,30 tablets,Lizhu,"State Control, CRHC",69.91,200 boxes/month,"Seasonal return, 5%, cash",0.05,649.0,nan
262,2022-07-29,7,Western medicine,Zhengzhou Software Network Company,Fulekai Mixture,150ml,Bottle,80.0,27.4,2192.0,"Guizhou Jianxing Pharmaceutical Co., Ltd.",Negotiation Table,10100243.0,2019.05.30,Wang Zhiyong,15638450207.0,nan,Fulekai Mixture,150ml,Guizhou Jianxing,China Resources,25.74,1190 bottles/month,"According to the monthly flow, in the following month, cash will be returned to the hospital, 4 yuan per box, 20% of the listed price since January 1, 2021.",0.2,248.0,nan
263,2022-07-29,7,Western medicine,Zhengzhou Software Network Company,Bifidobacterium Quadruple Live Bacteria Tablets,0.5g*15 tablets*2 strips,Box,100.0,31.07,3107.0,"Hangzhou Yuanda Bio-Pharmaceutical Co., Ltd.",Negotiation Table,10400015.0,2019.05.30,Ma Yuxiang,15617766386.0,nan,Bifidobacterium Quadruple Live Bacteria Tablets,0.5g*30 tablets,Hangzhou Yuanda,China Resources,31.07,nan,0.18,18.0,,nan
264,2022-07-29,7,Western medicine,Zhengzhou Fengchan Road Loke Shequ Network,Si Mo Tang Oral Liquid,10ml*10 vials,Box,50.0,20.05,1002.5,"Hunan Hansen Pharmaceutical Co., Ltd.",Negotiation Table,10100135.0,2019.12.25,Zhang Ming,13137367037.0,Responsible for the community,Si Mo Tang Oral Liquid,10ml*10 vials,Hunan Hansen,"China Resources, National Control, Guohua",20.17,nan,"Community, monthly return, cash, 1 yuan per box, starting from November",,899.0,nan
265,2022-07-29,7,Western medicine,Zhengzhou Fengchan Road Loke Shequ Network,Atorvastatin Calcium Tablets,20mg*7 tablets*1 strip (film-coated),Box,60.0,42.77,2566.2,"Pfizer Pharmaceutical Co., Ltd.",Negotiation Table,10200113.0,2021.07.08,Shen Xiaohuan,15890192897.0,nan,Atorvastatin Calcium Tablets,20mg*7 tablets per box,"Pfizer Pharmaceutical Co., Ltd.",China Resources,35.21,nan,"6% invoice discount, starting from 2021.09.01",0.06,,nan
266,2022-07-29,7,Western medicine,Zhengzhou Fengchan Road Loke Shequ Network,Atorvastatin Calcium Tablets,20mg*7 tablets*1 strip (film-coated),Box,80.0,42.77,3421.6,"Pfizer Pharmaceutical Co., Ltd.",Negotiation Table,10200113.0,2021.07.08,Shen Xiaohuan,15890192897.0,nan,Atorvastatin Calcium Tablets,20mg*7 tablets per box,"Pfizer Pharmaceutical Co., Ltd.",China Resources,35.21,nan,"6% invoice discount, starting from 2021.09.01",0.06,,nan
267,2022-07-29,7,Western medicine,Zhengzhou Fengchan Road Loke Shequ Network,Atorvastatin Calcium Tablets,20mg*7 tablets*1 strip (film-coated),Box,320.0,42.77,13686.4,"Pfizer Pharmaceutical Co., Ltd.",Negotiation Table,10200113.0,2021.07.08,Shen Xiaohuan,15890192897.0,nan,Atorvastatin Calcium Tablets,20mg*7 tablets per box,"Pfizer Pharmaceutical Co., Ltd.",China Resources,35.21,nan,"6% invoice discount, starting from 2021.09.01",0.06,,nan
268,2022-07-29,7,Western medicine,Zhengzhou Jinshui District Nanyang Xincun Community Network,Butylphthalide Soft Capsules,0.1g*24 pieces,Bottle,40.0,80.64,3225.6,"Shiyao Group Enbipu Pharmaceutical Co., Ltd.",Negotiation Table,10200113.0,2020.07.21,Liu Chen,13663860491.0,nan,Butylphthalide Soft Capsules,24 pills per box,"Shiyao Group Enbipu Pharmaceutical Co., Ltd.","China Resources, National Control",181.8,nan,"60 days return, cash 5%",0.05,207.0,nan
269,2022-07-29 10:48:18.0,7,Western medicine,Zhengzhou Linzhanshan Community Network,Danhong Injection,10ml,piece,360.0,16.92,6091.2,"Shandong Danhong Pharmaceutical Co., Ltd.",Negotiation Table,10200113.0,2020.10.23,Wang Mingzhi,18538310756.0,nan,Danhong Injection,10ml*10 vials,Shandong Danhong,"China Resources, Hengyuan",38.7,"The price was reduced to 17.32 yuan in March 2021, and the rebate is still collected at 17.6%.",0.176,0.176,171.0,"Starting from January 2022, return 30%."
270,2022-07-30,7,Western medicine,Zhengzhou Jinshui District Nanyang Xincun Community Network,Lercanidipine Hydrochloride Maleate Tablets,2.5mg*14 tablets,Box,20.0,31.418,628.36,"Ouyi Pharmaceutical Co., Ltd., Stone Pharmaceutical Group",Negotiation Table,10200113.0,2020.10.23,Zhang Yanqing,18438742400.0,nan,Lercanidipine Hydrochloride Maleate Tablets,25mg*14,Shiyao,China Resources / Hengyuan,31.48,nan,"4 yuan per box return, monthly cash return",,,nan
271,2022-07-30,7,Western medicine,Zhengzhou Jinshui District Nanyang Xincun Community Network,Lercanidipine Hydrochloride Maleate Tablets,2.5mg*14 tablets,Box,20.0,31.418,628.36,"Ouyi Pharmaceutical Co., Ltd., Stone Pharmaceutical Group",Negotiation Table,10200113.0,2021.02.25,Zhu Qinke,15938790395.0,nan,Lercanidipine Hydrochloride Maleate Tablets,2.5g*14 tablets,Stone Pharmaceutical Group,China Resources,31.48,No agreement signed,Cash monthly return of 20% started in January 2021.,0.2,656.0,nan
272,2022-07-30,7,Western medicine,Zhengzhou Software Network Company,Danhong Injection,10ml,piece,150.0,16.92,2538.0,"Shandong Danhong Pharmaceutical Co., Ltd.",Negotiation Table,10200113.0,2020.10.23,Wang Mingzhi,18538310756.0,nan,Danhong Injection,10ml*10 vials,Shandong Danhong,"China Resources, Hengyuan",38.7,"The price was reduced to 17.32 yuan in March 2021, and the rebate is still collected at 17.6%.",0.176,0.176,171.0,"Starting from January 2022, return 30%."
273,2022-07-30,7,Western medicine,Zhengzhou Dongfeng Road Yuantian Community Network,Cefoperazone Sodium and Sulbactam Sodium for Injection,1.0g,piece,1000.0,14.5,14500.0,"Sinopharm Group Guorui Pharmaceutical Co., Ltd.",Negotiation Table,10200899.0,2020.05.22,Wang Jiangying,16638241110.0,nan,Cefoperazone Sodium and Sulbactam Sodium for Injection,1g,Sinopharm Group Guorui,Guokong,14.5,nan,"60 days return, cash 45%",0.45,1383.0,nan
274,2022-07-30,7,Western medicine,Zhengzhou Dongfeng Road Yuantian Community Network,Butylphthalide Soft Capsules,0.1g*24 pieces,Bottle,16.0,80.64,1290.24,"Shiyao Group Enbipu Pharmaceutical Co., Ltd.",Negotiation Table,10200899.0,2020.07.21,Liu Chen,13663860491.0,nan,Butylphthalide Soft Capsules,24 pills per box,"Shiyao Group Enbipu Pharmaceutical Co., Ltd.","China Resources, National Control",181.8,nan,"60 days return, cash 5%",0.05,207.0,nan
